country_iso3,product_id,year,export_value,rca,pci
BRA,483,1995,72182705.62,0.633,-0.524
BRA,353,1995,46210581.78,0.999,0.895
BRA,163,1995,67623523.12,0.672,1.774
BRA,164,1995,180764978.58,1.915,1.525
BRA,316,1995,104588068.87,0.437,-0.401
BRA,462,1995,77065825.79,0.998,-1.243
BRA,160,1995,518728475.0,1.166,-1.628
BRA,56,1995,275685578.48,1.171,-1.645
BRA,367,1995,40542121.06,0.784,0.195
BRA,441,1995,73930808.6,1.441,0.03
BRA,447,1995,184074713.24,1.569,-1.259
BRA,415,1995,4616604.65,0.652,-1.673
BRA,370,1995,25316180.07,0.16,-0.192
BRA,76,1995,27655559.84,1.402,0.87
BRA,336,1995,144231448.25,1.333,1.2
BRA,209,1995,8000537.83,0.457,-0.729
BRA,299,1995,107835493.62,0.243,-2.595
BRA,172,1995,1946381.07,2.169,0.581
BRA,379,1995,28974019.61,0.731,0.305
BRA,193,1995,130112047.86,1.56,-0.835
BRA,310,1995,78207913.2,1.091,1.965
BRA,25,1995,36019338.23,0.736,1.164
BRA,242,1995,2916743.82,2.657,1.001
BRA,67,1995,34891021.54,1.302,0.296
BRA,85,1995,207774159.21,2.013,-0.446
BRA,417,1995,14316622.3,0.6,0.508
BRA,103,1995,6654848.0,1.346,1.363
BRA,421,1995,266291874.96,0.112,-0.543
BRA,490,1995,527654792.69,1.602,-1.025
BRA,404,1995,352241953.77,0.177,0.523
BRA,227,1995,87411901.59,0.199,0.176
BRA,115,1995,56573130.1,2.12,1.173
BRA,334,1995,93835645.22,1.125,0.991
BRA,428,1995,328776537.47,2.937,-0.319
BRA,377,1995,7600602.1,1.533,-0.972
BRA,452,1995,65809950.07,1.385,-1.048
BRA,186,1995,45446912.95,5.425,-0.258
BRA,309,1995,4319619.09,0.856,1.934
BRA,279,1995,4208201.06,1.156,-0.661
BRA,238,1995,2577713.06,1.469,-0.723
BRA,10,1995,78178719.43,0.582,0.055
BRA,113,1995,155165489.21,1.06,-0.33
BRA,340,1995,3973703.73,0.681,-1.298
BRA,29,1995,89462925.75,1.993,-1.39
BRA,414,1995,17280791.66,0.987,0.288
BRA,16,1995,178758357.03,3.999,-0.901
BRA,396,1995,337025074.58,0.854,-0.345
BRA,80,1995,489079903.68,1.083,0.044
BRA,290,1995,42978912.26,0.433,-0.298
BRA,41,1995,352547905.95,0.372,0.356
BRA,333,2005,3745420.06,2.186,-0.129
BRA,114,2005,90956126.26,3.47,-0.682
BRA,119,2005,1183663.69,3.975,-0.164
BRA,361,2005,8608831.58,1.641,0.638
BRA,262,2005,482231190.77,0.444,1.123
BRA,306,2005,1312098713.43,3.732,0.207
BRA,67,2005,102746208.73,1.205,-0.599
BRA,49,2005,642735955.15,1.777,0.296
BRA,327,2005,4734119.39,3.504,1.222
BRA,290,2005,117866432.55,1.001,-0.651
BRA,411,2005,185129033.19,0.223,-0.79
BRA,107,2005,134379381.01,2.057,-0.781
BRA,205,2005,65102705.08,0.122,0.362
BRA,72,2005,10735844.5,1.066,-1.375
BRA,286,2005,23648389.86,4.305,0.499
BRA,147,2005,30751736.61,0.196,-1.192
BRA,54,2005,60038274.83,2.566,1.074
BRA,423,2005,14374841.79,0.985,0.087
BRA,428,2005,13288972.13,2.894,-0.327
BRA,146,2005,133030783.26,3.014,-1.585
BRA,488,2005,185952783.99,3.474,-0.36
BRA,266,2005,57942876.38,0.313,1.409
BRA,347,2005,19782997.59,1.962,2.827
BRA,334,2005,30524036.04,0.326,-0.157
BRA,425,2005,490168607.35,0.788,-0.835
BRA,125,2005,75124873.39,2.996,-0.43
BRA,287,2005,37187871.83,0.606,-0.559
BRA,305,2005,16238150.28,2.77,1.237
BRA,379,2005,24590418.07,0.378,-0.716
BRA,365,2005,66043234.18,4.879,3.248
BRA,255,2005,155509910.67,0.162,0.45
BRA,432,2005,197696982.56,0.484,-0.363
BRA,437,2005,478645403.73,1.484,1.648
BRA,335,2005,40501122.02,0.18,1.048
BRA,466,2005,38477004.08,0.745,0.178
BRA,156,2005,629655.48,0.65,-2.119
BRA,134,2005,46221964.07,0.138,0.588
BRA,313,2005,716602630.17,1.477,-0.439
BRA,389,2005,15215750.5,0.311,0.612
BRA,388,2005,9038885.29,0.373,-0.107
BRA,261,2005,9246157.41,0.574,-1.957
BRA,422,2005,29078055.41,0.772,0.578
BRA,244,2005,56407527.5,2.562,0.723
BRA,257,2005,3028582258.24,0.572,0.943
BRA,117,2005,9059928.41,2.706,-0.554
BRA,6,2005,1763132.27,1.472,0.622
BRA,404,2005,14881910.37,0.443,-0.735
BRA,252,2005,1788421266.39,0.434,-0.843
BRA,229,2005,1124139389.97,1.808,0.148
BRA,469,2005,2071221916.82,0.483,-0.728
BRA,175,2005,30202149.29,0.377,0.162
BRA,68,2005,439688739.48,0.948,-0.298
BRA,221,2005,200716649.3,0.523,-0.779
BRA,448,2005,122993045.96,0.373,-1.14
BRA,439,2005,893241.82,1.408,-0.618
BRA,4,2005,85325838.52,0.743,-0.149
BRA,211,2005,509912523.27,1.276,0.457
BRA,23,2005,96298693.77,0.703,0.655
BRA,454,2005,3208254.82,1.175,-0.255
BRA,31,2005,37458934.98,3.278,0.509
BRA,120,2015,32572322.17,3.044,1.301
BRA,421,2015,12202863.24,4.104,-1.195
BRA,218,2015,2873461.95,3.688,0.065
BRA,423,2015,13598306.24,0.165,0.131
BRA,189,2015,84118580.45,2.048,-0.981
BRA,117,2015,53805743.47,0.252,-0.704
BRA,374,2015,306164116.37,2.309,-0.328
BRA,107,2015,24834733.48,2.753,-0.432
BRA,141,2015,508966.1,10.357,0.528
BRA,364,2015,439939910.81,0.385,-1.517
BRA,52,2015,32286630.08,0.371,-0.722
BRA,410,2015,45404024.31,0.168,0.121
BRA,199,2015,10227380.61,0.144,1.248
BRA,266,2015,12348715.76,1.358,0.572
BRA,392,2015,21203711.04,2.565,0.672
BRA,415,2015,7784779.9,1.5,-1.01
BRA,39,2015,19854792.8,0.442,-0.695
BRA,89,2015,98250844.93,0.191,-0.722
BRA,18,2015,325343268.09,0.836,-0.499
BRA,129,2015,694286435.24,3.976,-1.374
BRA,304,2015,589716796.67,1.542,-1.148
BRA,457,2015,9962081.52,0.974,2.545
BRA,286,2015,1440292.61,0.834,0.405
BRA,223,2015,128120350.33,1.884,-0.266
BRA,313,2015,16535086.78,0.587,-0.649
BRA,385,2015,18326081.25,0.281,-0.837
BRA,303,2015,32644064.43,2.085,0.51
BRA,5,2015,66821201.21,1.268,-0.58
BRA,447,2015,47691972.01,2.113,-2.006
BRA,438,2015,21978264.54,0.651,-0.546
BRA,116,2015,305439112.53,0.318,-0.321
BRA,219,2015,153114248.99,0.873,-1.222
BRA,137,2015,4904531.39,0.568,-1.315
BRA,115,2015,30550039.23,1.13,-0.569
BRA,236,2015,23057169.4,1.321,-0.414
BRA,480,2015,9582002.95,1.662,-0.325
BRA,256,2015,21335003.06,0.703,0.172
BRA,465,2015,161363512.11,0.642,-1.333
BRA,49,2015,1400282987.57,1.832,1.183
BRA,11,2015,173302017.65,0.287,0.247
BRA,109,2015,156571243.53,0.664,0.216
BRA,373,2015,79538276.75,0.753,-1.27
BRA,21,2015,74038144.58,1.479,-1.343
BRA,389,2015,394937042.85,1.424,-0.722
BRA,229,2015,184110705.31,0.733,-0.433
BRA,360,2015,70654693.33,0.408,-0.392
BRA,439,2015,247570345.85,0.774,0.733
BRA,27,2015,30248504.73,1.323,0.296
BRA,391,2015,7100631.11,0.313,-0.141
BRA,73,2015,83180263.92,0.266,-0.169
BRA,46,2015,22381318.0,1.007,-1.276
BRA,125,2015,13455352.73,0.081,-1.107
BRA,196,2015,123878758.7,3.637,-1.224
BRA,460,2015,1216618427.52,3.686,2.067
BRA,478,2015,59264524.8,2.759,0.787
BRA,306,2015,230744288.91,1.086,1.103
BRA,225,2015,218804728.34,0.557,-2.399
BRA,211,2015,35284054.83,0.546,0.151
BRA,403,2015,161054006.38,1.601,-0.623
BRA,475,2015,39121412.77,2.654,-0.85
BRA,113,2023,88908266.15,0.172,0.329
BRA,410,2023,16578031.79,0.749,-0.223
BRA,364,2023,3864743.09,0.214,0.276
BRA,227,2023,248197689.95,0.093,0.193
BRA,212,2023,3152508.97,0.653,0.548
BRA,450,2023,110555614.27,1.155,-0.91
BRA,312,2023,4670448.01,0.313,-0.827
BRA,362,2023,3973985.75,0.284,-0.306
BRA,83,2023,6279756.64,1.163,0.002
BRA,74,2023,1455373765.67,6.752,1.814
BRA,56,2023,4403422.62,1.44,1.413
BRA,383,2023,2159824.22,0.962,-0.102
BRA,37,2023,52015546.69,2.645,-0.672
BRA,475,2023,38168148.16,1.896,0.257
BRA,236,2023,43731046.84,0.613,0.373
BRA,117,2023,24097024.54,0.911,-1.569
BRA,71,2023,85551217.9,0.717,0.259
BRA,316,2023,107546166.26,0.493,0.471
BRA,157,2023,314439961.13,1.614,0.42
BRA,257,2023,11104315.92,0.16,-0.499
BRA,160,2023,161601777.19,1.515,0.821
BRA,288,2023,1513824.64,0.46,-0.651
BRA,287,2023,16204438.12,1.972,-0.836
BRA,43,2023,99778543.08,1.851,0.377
BRA,483,2023,21018354.07,0.154,1.57
BRA,110,2023,231067340.05,2.758,0.646
BRA,398,2023,127332150.21,0.51,0.384
BRA,103,2023,270534901.05,0.54,1.129
BRA,170,2023,66995373.52,0.171,0.664
BRA,313,2023,40315865.68,2.272,0.459
BRA,266,2023,60195962.46,0.317,-0.222
BRA,477,2023,7983450.66,0.992,-0.491
BRA,255,2023,18811141.02,0.833,-0.9
BRA,162,2023,66889425.02,1.303,-0.628
BRA,249,2023,18411276.8,0.774,-0.956
BRA,122,2023,411610.19,1.466,-0.587
BRA,447,2023,1790759.97,1.342,-0.052
BRA,55,2023,1345952.29,0.3,0.113
BRA,164,2023,169264761.59,1.432,0.649
BRA,219,2023,833136806.82,1.305,-1.246
BRA,211,2023,204989092.13,0.169,1.142
BRA,490,2023,592377.06,0.22,-0.079
BRA,439,2023,43963307.07,4.823,-0.872
BRA,85,2023,4974040.37,5.065,-0.25
BRA,92,2023,15828223.26,0.486,-0.123
BRA,78,2023,88700125.09,0.973,-0.52
BRA,9,2023,362828560.58,0.605,0.261
BRA,218,2023,10287926.88,4.23,-0.431
BRA,448,2023,43702337.8,0.148,-0.224
BRA,307,2023,2371557652.08,0.55,-0.374
BRA,225,2023,22794214.88,0.356,-1.018
BRA,454,2023,4725937.91,1.586,1.699
BRA,94,2023,66898789.61,0.241,1.355
BRA,426,2023,59494539.58,3.583,-0.247
BRA,27,2023,2811887.3,0.42,-1.073
BRA,471,2023,80565165.82,0.803,-0.906
BRA,278,2023,15433081.59,0.843,0.981
BRA,396,2023,46855569.95,2.368,0.665
BRA,98,2023,76351433.45,1.501,1.107
BRA,116,2023,11767529.91,2.41,-1.616
ZAF,212,1995,7704900.05,11.054,-2.027
ZAF,333,1995,157151436.72,1.142,-0.881
ZAF,248,1995,241157174.89,0.728,0.146
ZAF,133,1995,8663403.31,0.991,0.547
ZAF,189,1995,1396923.16,0.378,-0.897
ZAF,321,1995,25398031.1,4.933,-0.335
ZAF,175,1995,45556908.06,1.8,-1.409
ZAF,364,1995,282762507.6,0.969,-2.122
ZAF,274,1995,137524332.08,2.129,1.095
ZAF,458,1995,66509264.92,0.361,-0.874
ZAF,280,1995,37245844.72,0.598,-0.542
ZAF,470,1995,21309876.3,0.728,1.178
ZAF,267,1995,30993232.23,0.586,-1.099
ZAF,284,1995,14955534.51,0.709,-0.755
ZAF,11,1995,171018460.55,3.201,0.63
ZAF,316,1995,7234489.16,0.44,0.928
ZAF,236,1995,20191682.06,0.988,0.687
ZAF,488,1995,23555062.29,0.549,0.195
ZAF,322,1995,623753083.28,1.36,-0.116
ZAF,108,1995,519634963.77,1.177,1.577
ZAF,195,1995,130497736.85,0.678,-0.394
ZAF,293,1995,514669859.07,0.848,-0.419
ZAF,113,1995,101194881.83,0.306,-0.608
ZAF,263,1995,5396366.98,0.925,0.312
ZAF,484,1995,9000902.86,1.299,1.004
ZAF,447,1995,95272389.4,1.268,0.485
ZAF,457,1995,931420135.06,0.509,0.283
ZAF,114,1995,83363914.4,1.418,-0.66
ZAF,34,1995,50122857.64,1.152,-0.199
ZAF,318,1995,46829014.76,0.535,-2.034
ZAF,307,1995,640486215.9,1.922,0.473
ZAF,298,1995,85594307.28,1.345,0.615
ZAF,303,1995,260923410.47,0.7,0.185
ZAF,286,1995,29287885.2,1.424,0.553
ZAF,221,1995,1721504.03,0.096,0.758
ZAF,41,1995,9342044.91,3.826,0.001
ZAF,21,1995,55702680.24,0.874,-0.582
ZAF,24,1995,14749744.27,0.1,-1.047
ZAF,237,1995,15741475.79,0.899,-1.735
ZAF,213,1995,735216234.55,6.2,0.646
ZAF,305,1995,261225766.74,0.806,0.634
ZAF,10,1995,45008161.7,1.419,-0.591
ZAF,460,1995,50587105.73,4.826,-0.188
ZAF,399,1995,43544059.42,0.254,-0.229
ZAF,325,1995,25789279.84,0.103,1.022
ZAF,4,1995,15649295.35,3.093,1.027
ZAF,31,1995,3821583919.37,0.577,0.191
ZAF,402,1995,358920564.24,1.201,-1.452
ZAF,319,1995,133901096.46,0.342,1.156
ZAF,194,1995,117375108.1,2.754,1.915
ZAF,404,1995,34921637.13,1.045,-0.15
ZAF,309,1995,4040166.59,0.923,0.299
ZAF,413,1995,5511078.1,0.258,0.137
ZAF,49,1995,145161351.9,1.938,1.06
ZAF,341,1995,126730307.07,0.641,-0.494
ZAF,94,1995,122777687.68,2.271,-0.439
ZAF,453,1995,17259643.32,0.53,0.257
ZAF,85,1995,59913155.86,2.811,1.326
ZAF,342,1995,155305644.1,1.24,1.057
ZAF,202,1995,86175506.42,1.11,-0.081
ZAF,333,2005,103206182.13,10.089,1.461
ZAF,206,2005,455710837.99,3.696,-0.301
ZAF,466,2005,122072677.34,0.458,0.662
ZAF,237,2005,216035287.63,0.38,0.343
ZAF,459,2005,19742128.68,0.428,-0.317
ZAF,132,2005,490814187.68,1.238,-0.472
ZAF,135,2005,5033783.43,0.695,0.34
ZAF,483,2005,39691151.17,0.748,0.21
ZAF,379,2005,31048063.75,0.389,1.246
ZAF,227,2005,14763103.56,11.232,0.442
ZAF,221,2005,25730866.91,2.14,0.36
ZAF,453,2005,90648279.33,1.896,-0.689
ZAF,315,2005,656564316.62,1.186,0.19
ZAF,36,2005,8384092.83,1.636,0.234
ZAF,444,2005,34326544.23,0.472,-1.061
ZAF,276,2005,66543655.63,0.324,0.199
ZAF,41,2005,1025158.43,0.119,-0.642
ZAF,431,2005,4078431502.06,0.149,2.243
ZAF,225,2005,1134730295.48,0.398,-1.151
ZAF,97,2005,5922101.65,0.677,-1.291
ZAF,356,2005,6197971.5,1.084,-0.944
ZAF,470,2005,51922147.6,1.241,-0.588
ZAF,92,2005,112130912.84,0.097,-0.87
ZAF,404,2005,17914110.73,0.19,-1.125
ZAF,324,2005,13107636.22,1.007,-0.57
ZAF,47,2005,4170926.36,0.317,-0.334
ZAF,113,2005,10568603.23,1.334,1.708
ZAF,426,2005,1018002334.52,1.402,-0.759
ZAF,73,2005,7934807.88,6.481,1.221
ZAF,284,2005,156050727.95,0.503,0.025
ZAF,432,2005,2938717.43,0.579,1.796
ZAF,460,2005,68347084.53,3.61,1.799
ZAF,422,2005,27013206.49,1.887,-0.511
ZAF,211,2005,54448010.28,0.174,-0.703
ZAF,157,2005,13979172.29,1.187,-0.285
ZAF,37,2005,267949493.87,0.235,0.313
ZAF,429,2005,26030892.97,0.183,-0.48
ZAF,341,2005,16408596.61,16.39,0.135
ZAF,413,2005,593324563.41,5.66,-0.402
ZAF,327,2005,6114785.88,0.804,0.696
ZAF,208,2005,61340302.04,0.7,1.384
ZAF,72,2005,5882287.08,1.686,-1.055
ZAF,125,2005,88502932.98,0.19,-0.024
ZAF,235,2005,47454600.6,6.412,1.673
ZAF,380,2005,3472182.54,1.465,-1.206
ZAF,313,2005,31587211.94,6.371,-0.394
ZAF,390,2005,69266722.09,0.828,-0.133
ZAF,419,2005,27533350.84,2.281,1.608
ZAF,309,2005,1607393623.98,2.229,-2.155
ZAF,66,2005,11997918.53,2.891,-0.233
ZAF,123,2005,8812551.5,1.241,-0.958
ZAF,200,2005,23970473.03,1.032,0.124
ZAF,214,2005,1788784974.08,2.105,-0.614
ZAF,484,2005,63423047.48,1.061,-1.705
ZAF,164,2005,12318056.89,2.299,1.674
ZAF,29,2005,38925657.37,0.152,0.01
ZAF,55,2005,12107211.55,1.651,-0.834
ZAF,477,2005,49586114.15,0.458,-0.383
ZAF,244,2005,51856185.35,2.213,0.616
ZAF,275,2005,14082377.84,0.524,-0.65
ZAF,385,2015,3135260.04,0.703,1.177
ZAF,133,2015,226110132.15,6.794,0.695
ZAF,358,2015,29473956.77,0.132,-0.45
ZAF,356,2015,7244433.65,2.233,-0.728
ZAF,407,2015,3217016267.83,9.867,-0.012
ZAF,151,2015,2757645787.65,4.296,0.766
ZAF,206,2015,11383290.11,0.661,-0.226
ZAF,205,2015,3504008.44,3.586,0.948
ZAF,438,2015,11490304.78,0.677,-0.31
ZAF,355,2015,471561705.14,1.369,-1.046
ZAF,172,2015,11412468.77,6.102,0.928
ZAF,472,2015,42788747.84,5.887,-0.096
ZAF,459,2015,70948183.42,0.95,-0.126
ZAF,429,2015,159499350.07,0.163,0.114
ZAF,128,2015,229652411.61,0.382,0.976
ZAF,258,2015,77511440.55,2.905,-0.297
ZAF,278,2015,242578475.14,0.714,0.99
ZAF,441,2015,4212855.51,0.795,-0.328
ZAF,231,2015,12578625.29,1.935,0.25
ZAF,110,2015,2942406598.49,0.129,0.343
ZAF,474,2015,9345288.01,1.42,-0.675
ZAF,77,2015,151832931.64,5.098,0.671
ZAF,300,2015,4307431.51,0.844,0.359
ZAF,28,2015,1966250828.91,1.875,1.255
ZAF,82,2015,71612397.84,1.356,-0.717
ZAF,120,2015,21936278.3,2.076,-1.644
ZAF,13,2015,48040155.08,1.092,2.195
ZAF,104,2015,3401776461.48,0.983,-0.637
ZAF,159,2015,789944982.28,1.505,1.493
ZAF,410,2015,451440939.98,0.714,0.469
ZAF,227,2015,4238289.83,2.566,-0.383
ZAF,340,2015,11541140.06,0.439,0.367
ZAF,241,2015,1212533372.21,1.235,0.527
ZAF,162,2015,10350432.14,0.094,-1.682
ZAF,238,2015,54662823.14,1.961,-2.089
ZAF,425,2015,231074286.45,3.932,-0.224
ZAF,318,2015,266912416.04,1.002,1.473
ZAF,111,2015,114929818.1,5.04,-0.728
ZAF,437,2015,12858194.19,6.74,0.292
ZAF,428,2015,153795284.86,0.511,0.269
ZAF,218,2015,287710553.61,5.265,0.104
ZAF,23,2015,1995975.54,4.235,-0.65
ZAF,134,2015,7868104.94,0.812,0.23
ZAF,361,2015,10497556.17,0.553,0.262
ZAF,33,2015,75261048.86,0.308,-0.413
ZAF,339,2015,43935725.75,1.203,0.049
ZAF,105,2015,3749255.14,0.381,-0.49
ZAF,337,2015,167944981.36,0.188,0.74
ZAF,58,2015,13812608.85,0.565,-0.145
ZAF,101,2015,2514500.68,0.454,0.98
ZAF,174,2015,96263824.62,3.808,1.067
ZAF,31,2015,154451672.08,0.557,0.68
ZAF,260,2015,35208279.79,1.263,0.722
ZAF,287,2015,10013962226.69,0.326,0.614
ZAF,267,2015,25715122.88,0.207,0.666
ZAF,405,2015,2176788.6,0.365,1.414
ZAF,175,2015,179983178.99,1.678,0.814
ZAF,305,2015,48631116.22,0.331,-0.363
ZAF,261,2015,11727217.83,0.163,0.519
ZAF,454,2015,265486950.24,0.627,0.315
ZAF,417,2023,30579198.39,0.201,-0.294
ZAF,476,2023,47851455.44,2.332,0.685
ZAF,456,2023,4447342.81,1.089,1.009
ZAF,62,2023,10317998.55,3.512,1.103
ZAF,256,2023,20213364.3,0.568,0.37
ZAF,88,2023,36076951.73,1.686,0.501
ZAF,207,2023,7434039.43,4.305,-0.903
ZAF,328,2023,35117339.72,0.531,0.379
ZAF,135,2023,324356007.71,0.351,0.322
ZAF,466,2023,84602626.32,0.657,-0.121
ZAF,90,2023,122169717.29,1.797,0.556
ZAF,145,2023,74008010.8,1.71,-0.816
ZAF,168,2023,1816707.37,0.789,-0.107
ZAF,374,2023,3267650.52,1.376,-0.254
ZAF,233,2023,6601924.15,0.325,0.795
ZAF,316,2023,12250667.09,0.61,0.366
ZAF,384,2023,343388397.07,4.142,-0.904
ZAF,453,2023,199975641.05,0.65,0.319
ZAF,178,2023,57259081.68,0.433,0.402
ZAF,24,2023,24864698.62,0.369,-0.1
ZAF,445,2023,3517489.65,0.312,0.531
ZAF,490,2023,108956577.38,1.899,0.904
ZAF,108,2023,20050633.43,1.116,1.076
ZAF,318,2023,37973488.71,5.139,-0.57
ZAF,53,2023,1631038.92,1.706,-1.689
ZAF,258,2023,30201170.97,0.157,0.115
ZAF,193,2023,25604631.46,1.808,-0.641
ZAF,399,2023,444598341.06,0.43,-0.318
ZAF,439,2023,140816137.45,0.351,0.676
ZAF,307,2023,360971853.55,4.838,-0.144
ZAF,366,2023,215424332.72,1.356,-0.03
ZAF,305,2023,16728828.59,0.61,0.553
ZAF,438,2023,21481546.29,1.047,0.121
ZAF,29,2023,38635502.84,0.101,-0.12
ZAF,174,2023,317225326.09,0.875,0.48
ZAF,260,2023,16385624.79,0.805,1.396
ZAF,322,2023,5097965.02,0.87,0.692
ZAF,113,2023,244229996.29,0.565,1.228
ZAF,425,2023,277373445.35,0.302,-1.188
ZAF,42,2023,700217807.4,10.065,-1.081
ZAF,411,2023,28836181.53,2.445,0.689
ZAF,58,2023,127044319.86,0.269,-0.806
ZAF,169,2023,77032307.67,21.664,1.137
ZAF,264,2023,7557672.99,4.091,-1.601
ZAF,45,2023,2821076.68,1.402,-0.072
ZAF,419,2023,11020430.85,0.871,-1.641
ZAF,431,2023,29230595.72,1.336,-0.628
ZAF,386,2023,34770542.33,0.401,-1.546
ZAF,3,2023,264273612.17,6.171,-1.092
ZAF,117,2023,15040809.45,0.858,0.688
ZAF,244,2023,133922744.19,0.667,-0.023
ZAF,31,2023,4996015.35,1.03,-0.373
ZAF,21,2023,6724974.66,0.652,0.011
ZAF,281,2023,50551274.33,0.142,0.792
ZAF,143,2023,11871135.19,4.007,0.334
ZAF,194,2023,329487326.54,6.403,-0.081
ZAF,144,2023,35808144.63,1.381,0.95
ZAF,40,2023,52150756.99,0.175,-0.256
ZAF,43,2023,477474297.24,2.431,-1.855
ZAF,157,2023,85537059.31,0.525,-2.495
RUS,96,1995,3008251.31,2.069,-2.037
RUS,7,1995,10779597.87,1.179,-0.268
RUS,23,1995,21316123.87,0.984,0.398
RUS,213,1995,7150844.18,2.056,0.724
RUS,123,1995,13304408.85,0.1,0.016
RUS,250,1995,58695261.7,0.763,-0.48
RUS,426,1995,2848937.84,2.566,1.05
RUS,403,1995,125922237.51,4.88,0.343
RUS,446,1995,189326514.74,0.616,-0.525
RUS,152,1995,345371317.26,3.331,-0.725
RUS,458,1995,108290155.77,0.28,0.287
RUS,453,1995,12278475.79,1.939,-0.094
RUS,335,1995,3138944.46,1.608,-0.279
RUS,396,1995,20219231.15,1.099,-1.88
RUS,261,1995,194084659.28,5.4,-1.313
RUS,439,1995,6815962.32,3.726,2.057
RUS,101,1995,45044816.44,0.119,-0.699
RUS,133,1995,26467276.08,2.088,0.646
RUS,423,1995,716287769.39,1.744,0.493
RUS,95,1995,383930349.85,1.49,0.155
RUS,200,1995,875622152.51,0.518,1.754
RUS,72,1995,16223049.73,2.247,-0.954
RUS,70,1995,177537212.65,0.621,-0.539
RUS,177,1995,17628733.35,0.555,0.257
RUS,353,1995,13063443.49,1.175,-0.111
RUS,280,1995,15375862.45,1.319,0.427
RUS,349,1995,4457085.21,2.488,-0.24
RUS,206,1995,16540408.03,2.154,-0.545
RUS,303,1995,2945145.05,3.567,-1.908
RUS,478,1995,57556460.68,0.174,0.897
RUS,290,1995,777818.28,1.229,1.607
RUS,399,1995,29481676.39,1.622,-0.668
RUS,203,1995,48377120.56,0.632,0.454
RUS,282,1995,18870518.58,1.851,2.79
RUS,40,1995,8272016.63,3.78,0.569
RUS,342,1995,18234809.61,0.798,1.067
RUS,236,1995,1064476459.54,1.822,1.469
RUS,76,1995,63325413.01,12.572,0.937
RUS,4,1995,10836217.51,2.736,0.779
RUS,226,1995,6670572.21,7.799,1.066
RUS,9,1995,165336378.11,3.232,0.015
RUS,435,1995,4194695.72,6.607,-1.557
RUS,219,1995,7341982.92,0.941,-1.102
RUS,292,1995,18818755.99,1.099,-1.039
RUS,35,1995,258871922.84,4.24,-0.726
RUS,221,1995,64028631.1,0.595,1.365
RUS,192,1995,29231357.8,1.009,1.024
RUS,269,1995,12761066.51,0.093,-1.348
RUS,237,1995,31328399.17,2.216,-0.966
RUS,294,1995,649715004.39,0.441,-0.597
RUS,414,1995,50933513.39,2.821,0.51
RUS,427,1995,42257302.48,2.135,-0.859
RUS,468,1995,17169174.67,2.337,0.55
RUS,384,1995,93844629.54,0.175,-0.504
RUS,433,1995,2715423.7,0.14,0.663
RUS,80,1995,3562977.95,8.136,0.95
RUS,421,1995,31994483.88,5.444,-2.246
RUS,205,1995,19387738.09,1.916,-0.516
RUS,16,1995,6003498.03,3.21,-0.689
RUS,64,1995,25972581.35,3.183,-0.582
RUS,183,2005,17210312.95,1.498,0.847
RUS,119,2005,79146595.93,0.54,-2.471
RUS,174,2005,42086439.91,1.369,0.651
RUS,232,2005,859557506.12,10.899,1.377
RUS,460,2005,1031634056.03,4.456,1.623
RUS,437,2005,18068592.55,0.719,1.118
RUS,368,2005,14679051.72,1.182,1.738
RUS,102,2005,13455729.31,0.436,0.403
RUS,391,2005,300862449.94,0.222,-0.146
RUS,162,2005,34276348.34,1.232,0.125
RUS,444,2005,2846424821.74,0.36,-1.419
RUS,378,2005,11164858.34,0.148,0.137
RUS,235,2005,6119853.36,2.439,0.156
RUS,288,2005,133372106.64,8.436,-1.049
RUS,117,2005,198910783.46,0.794,-0.452
RUS,356,2005,33845504.14,0.521,0.243
RUS,409,2005,3823491.48,0.888,-0.884
RUS,337,2005,239915481.23,0.834,-1.67
RUS,28,2005,22501420.69,0.981,0.232
RUS,114,2005,13550761.45,1.295,-1.308
RUS,282,2005,16133518.82,4.423,0.833
RUS,459,2005,23042943.51,2.074,-1.29
RUS,243,2005,11642824.76,3.912,0.85
RUS,49,2005,2618525.32,1.537,-0.9
RUS,383,2005,169101570.54,0.385,0.032
RUS,146,2005,801456377.72,0.233,-0.841
RUS,237,2005,1225221803.2,0.883,1.585
RUS,334,2005,2111212.06,0.924,1.279
RUS,121,2005,260836953.78,0.792,1.121
RUS,317,2005,846204832.11,1.153,-1.422
RUS,480,2005,39631545.99,0.714,0.181
RUS,395,2005,4182151.38,0.342,-0.346
RUS,88,2005,44097612.82,2.2,-0.24
RUS,358,2005,1390566872.78,0.374,0.178
RUS,122,2005,115065453.2,0.143,0.495
RUS,151,2005,7320982.75,1.415,-0.039
RUS,80,2005,512381789.68,0.919,1.421
RUS,169,2005,251790177.11,2.116,-0.925
RUS,24,2005,590174352.71,0.932,-0.011
RUS,74,2005,443521750.08,0.3,0.142
RUS,323,2005,190644845.37,0.176,0.329
RUS,241,2005,68108951.28,1.577,0.913
RUS,447,2005,123829516.85,1.22,-0.498
RUS,476,2005,27587587.12,1.457,0.349
RUS,231,2005,53714102.08,0.322,-1.618
RUS,42,2005,112392782.97,0.158,-0.855
RUS,64,2005,45633725.72,1.761,0.091
RUS,474,2005,106668029.42,1.651,2.478
RUS,305,2005,699555368.8,0.227,-0.336
RUS,178,2005,82653921.18,3.105,0.537
RUS,456,2005,138831987.3,0.11,-0.01
RUS,239,2005,70664408.2,0.608,-0.95
RUS,244,2005,84615518.99,3.443,-0.353
